query,iteration,status,validation,row_count,client_elapsed_s,server_elapsed_s,query_id,error,validation_error,server_version
query_01,1,OK,PASS,4,0.4255940000002738,0.156,01c5a80e-0817-d8aa-0009-71015789ae17,,,10.23.106 b20260710213651e7744f5c
query_02,1,OK,PASS,100,0.48930291699798545,0.238,01c5a80e-0817-d8aa-0009-71015789af9b,,,10.23.106 b20260710213651e7744f5c
query_03,1,OK,PASS,10,0.45611112500046147,0.188,01c5a80e-0817-d9e1-0009-71015789b9bb,,,10.23.106 b20260710213651e7744f5c
query_04,1,OK,PASS,5,0.37404454100033036,0.13,01c5a80e-0817-d8aa-0009-71015789d15f,,,10.23.106 b20260710213651e7744f5c
query_05,1,OK,PASS,5,0.5070962499958114,0.201,01c5a80e-0817-d9e1-0009-71015789bbef,,,10.23.106 b20260710213651e7744f5c
query_06,1,OK,PASS,1,0.30751745800080243,0.069,01c5a80e-0817-d9e1-0009-71015789bc2f,,,10.23.106 b20260710213651e7744f5c
query_07,1,OK,PASS,4,0.46615566699620103,0.21,01c5a80e-0817-d9e1-0009-71015789bd7f,,,10.23.106 b20260710213651e7744f5c
query_08,1,OK,PASS,2,0.5449078750025365,0.236,01c5a80e-0817-d8aa-0009-71015789d447,,,10.23.106 b20260710213651e7744f5c
query_09,1,OK,PASS,175,0.5242091250038357,0.258,01c5a80e-0817-d8aa-0009-71015789d4cb,,,10.23.106 b20260710213651e7744f5c
query_10,1,OK,PASS,20,0.4900522909956635,0.222,01c5a80e-0817-d9e1-0009-71015789bfeb,,,10.23.106 b20260710213651e7744f5c
query_11,1,OK,PASS,1048,0.48514337499364046,0.201,01c5a80e-0817-d9e1-0009-71015789e17f,,,10.23.106 b20260710213651e7744f5c
query_12,1,OK,PASS,2,0.3810229580049054,0.126,01c5a80e-0817-d9e1-0009-71015789e227,,,10.23.106 b20260710213651e7744f5c
query_13,1,OK,PASS,42,0.47880558400356676,0.217,01c5a80e-0817-d9e1-0009-71015789e2d7,,,10.23.106 b20260710213651e7744f5c
query_14,1,OK,PASS,1,0.36380204200395383,0.118,01c5a80e-0817-d8aa-0009-71015789dafb,,,10.23.106 b20260710213651e7744f5c
query_15,1,OK,PASS,1,0.4112131669971859,0.157,01c5a80e-0817-d8aa-0009-71015789db4b,,,10.23.106 b20260710213651e7744f5c
query_16,1,OK,PASS,18314,1.0845566670031985,0.234,01c5a80f-0817-d9e1-0009-71015789e5fb,,,10.23.106 b20260710213651e7744f5c
query_17,1,OK,PASS,1,0.40811075000237906,0.163,01c5a80f-0817-d9e1-0009-71015789e667,,,10.23.106 b20260710213651e7744f5c
query_18,1,OK,PASS,57,0.5137259170005564,0.24,01c5a80f-0817-d8aa-0009-71015789de4b,,,10.23.106 b20260710213651e7744f5c
query_19,1,OK,PASS,1,0.44121875000564614,0.147,01c5a80f-0817-d9e1-0009-71015789e7cb,,,10.23.106 b20260710213651e7744f5c
query_20,1,OK,PASS,186,0.4718386250024196,0.203,01c5a80f-0817-d9e1-0009-71015789e873,,,10.23.106 b20260710213651e7744f5c
query_21,1,OK,PASS,100,0.5506145000035758,0.273,01c5a80f-0817-d9e1-0009-71015789e8db,,,10.23.106 b20260710213651e7744f5c
query_22,1,OK,PASS,7,0.3899865000057616,0.151,01c5a80f-0817-d9e1-0009-71015789e99b,,,10.23.106 b20260710213651e7744f5c
